percent_inflamed,inflamed_pixels,skin_pixels,redness_mean,redness_median,redness_max,region_count,r1_area,r1_mean,r1_max,r1_cx,r1_cy,r2_area,r2_mean,r2_max,r2_cx,r2_cy,r3_area,r3_mean,r3_max,r3_cx,r3_cy
23.2138388245404,1625147,7000768,0.690101453653351,0.653453401488785,1,82,851410,0.702115076299512,1,1859.23275742592,2145.94225696198,275569,0.683050327134138,1,2585.61092140263,3123.47264024618,104697,0.75196498874503,1,3622.25854609015,1749.79596359017
